"Manufacturer Name","Model Name","HardWare Number","FirmWare Number","Application Number","Approval Number","Version","Approval Class","Product Type","Expiry Date","PIN Support","PIN Key Management","SRED Key Management","Prompt Control","PIN Entry Technology","Functions Provided","Approved usage","Remote-managed HSM","Supports ISO Format 4 (AES) PIN Blocks","Interface Isolation","Not Marketed"
"MagTek Inc","DynaFlex II"," 41PCI4KU0xBx (DynaFlex II Kiosk; USB)  41PCI5KU0xBx (DynaFlex II Kiosk; BCR; USB)  41PCI5SU0xBx (DynaFlex II; BCR; USB) 41PCI4SU0xBx (DynaFlex II; USB)"," Boot FW: 1000009341-Ax-PCI,Main FW: 1000009335-Ax-PCIMain FW: 1000009335-Ax-PCI: 31 Dec 2025,Boot FW: 1000009341-Ax-PCI: 31 Dec 2025",,4-60242,6.x,SCR,,"30 Apr 2031",N/A,"TDES:N/A; AES:N/A","TDES:DUKPT; AES:DUKPT; FPE:No",N/A,N/A,"ICCR,MSR,CTLS,SRED",,,No,,0
"MagTek Inc","DynaFlex II Go"," 42PCI30B0xBx  42PCI50B0xBx  42PCI50U0xBx 42PCI30U0xBx"," BLE Main: 1000009327-Ax-PCI, Main: 1000009421-AAx-PCI,Boot: 1000009446-AAx-PCIBoot: 1000009446-AAx-PCI: 31 Dec 2026,Main: 1000009421-AAx-PCI: 31 Dec 2026,BLE Main: 1000009327-Ax-PCI: 31 Dec 2026",,4-70050,6.x,SCR,,"30 Apr 2031",N/A,"TDES:N/A; AES:N/A","TDES:DUKPT; AES:DUKPT; FPE:No",N/A,N/A,"ICCR,MSR,CTLS,SRED",,,No,,0
"MagTek Inc","DynaFlex II PED","   40PCI4KU0xBx (DynaFlex II PED; Kiosk; USB)  40PCI4KU0xCx (DynaFlex II PED; Kiosk; USB)  40PCI4KW0xBx (DynaFlex II PED; Kiosk; USB/WLAN)  40PCI4KW0xCx (DynaFlex II PED; Kiosk; USB/WLAN)  40PCI4SU0xCx (DynaFlex II PED; USB)  40PCI4SW0xBx (DynaFlex II PED; USB/WLAN)  40PCI4SW0xCx (DynaFlex II PED; USB/WLAN)  40PCI5KU0xBx (DynaFlex II PED; Kiosk; BCR; USB)  40PCI5KU0xCx (DynaFlex II PED; Kiosk; BCR; USB)  40PCI5KW0xBx (DynaFlex II PED; Kiosk; BCR; USB/WLAN)  40PCI5KW0xCx (DynaFlex II PED; Kiosk; BCR; USB/WLAN)  40PCI5SU0xBx (DynaFlex II PED; BCR; USB)  40PCI5SU0xCx (DynaFlex II PED; BCR; USB)  40PCI5SW0xBx (DynaFlex II PED; BCR; USB/WLAN)  40PCI5SW0xCx (DynaFlex II PED; BCR; USB/WLAN) 40PCI4SU0xBx (DynaFlex II PED; USB) 40PCI4SU0xCx (DynaFlex II PED; USB)"," Boot FW: 1000008593-Ax-PCI, Main FW: 1000008592-AAx-PCI , Main FW: 1000008592-ABx-PCI, WLAN FW: 1000007537-AAx-PCI, WLAN FW: 1000007537-Ax-PCI,Main FW: 1000008592-Ax-PCI,Main FW: 1000009711-ABx-PCIMain FW: 1000008592-ABx-PCI: 31 Dec 2026,Main FW: 1000009711-ABx-PCI: 31 Dec 2026,Main FW: 1000008592-Ax-PCI: 31 Dec 2025,Boot FW: 1000008593-Ax-PCI: 31 Dec 2025,WLAN FW: 1000007537-Ax-PCI: 31 Dec 2025,Main FW: 1000008592-AAx-PCI : 31 Dec 2025,WLAN FW: 1000007537-AAx-PCI: 31 Dec 2025",,4-60243,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:DUKPT; AES:DUKPT","TDES:DUKPT; AES:DUKPT; FPE:No",Vendor-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,OP,SRED",,,Yes,,0
"MagTek Inc","DynaFlex/DynaFlex Pro/DynaFlex Kiosk/DynaFlex Pro Kiosk/DynaFlex BCR/DynaFlex Pro BCR/DynaFlex Kiosk BCR/DynaFlex Pro Kiosk BCR","   36PCI21xBx (DynaFlex: USB)  36PCI21xBx-K (DynaFlex Kiosk: USB)  36PCI21xCx (DynaFlex: USB)  36PCI21xCx-K (DynaFlex Kiosk: USB)  36PCI21xCx-KQ (DynaFlex Kiosk: BCR / USB)  36PCI21xCx-Q (DynaFlex: BCR/USB)  36PCI21xDx-K (DynaFlex Kiosk-No Display-USB)  36PCI21xDx-KQ (DynaFlex Kiosk-No Display-USB)  36PCI21xDx-Q (DynaFlex-No Display-USB)  36PCI23xAx (DynaFlex USB/Bluetooth LE/battery)  36PCI23xBx (DynaFlex: USB / Bluetooth LE / battery)  36PCI23xBx-K (DynaFlex Kiosk: USB / Bluetooth LE / battery)  36PCI23xCx (DynaFlex: USB / Bluetooth LE / battery)  36PCI23xCx-K (DynaFlex Kiosk: USB / Bluetooth LE / battery)  36PCI23xCx-KQ (DynaFlex Kiosk: BCR / USB / Bluetooth LE / battery)  36PCI23xCx-Q (DynaFlex: BCR / USB / Bluetooth LE / battery)  36PCI41xAx (DynaFlex Pro USB/touchscreen display)  36PCI41xBx (DynaFlex Pro: USB / touchscreen display)  36PCI41xBx-K (DynaFlex Pro Kiosk: USB / touchscreen display)  36PCI41xCx (DynaFlex Pro: USB / touchscreen display)  36PCI41xCx-K (DynaFlex Pro Kiosk: USB / touchscreen display)  36PCI41xCx-KQ (DynaFlex Pro Kiosk: BCR / USB / touchscreen display)  36PCI41xCx-Q (DynaFlex Pro: BCR / USB / touchscreen display)  36PCI41xDx (DynaFlex Pro-Touchscreen Display-USB)  36PCI41xDx-K (DynaFlex Pro Kiosk-Touchscreen Display-USB)  36PCI41xDx-KQ (DynaFlex Pro Kiosk-Touchscreen Display-USB)  36PCI41xDx-Q (DynaFlex Pro-Touchscreen Display-USB)  36PCI43xAx (DynaFlex Pro USB/Bluetooth LE/touchscreen display/battery)  36PCI43xBx (DynaFlex Pro: USB / Bluetooth LE / touchscreen display / battery)  36PCI43xBx-K (DynaFlex Pro Kiosk: USB / Bluetooth LE / touchscreen display / battery)  36PCI43xCx (DynaFlex Pro: USB / Bluetooth LE / touchscreen display / battery)  36PCI43xCx-K (DynaFlex Pro Kiosk: USB / Bluetooth LE / touchscreen display / battery)  36PCI43xCx-KQ (DynaFlex Pro Kiosk: BCR / USB / Bluetooth LE / touchscreen display / battery)  36PCI43xCx-Q (DynaFlex Pro: BCR / USB / Bluetooth LE / touchscreen display / battery)  36PCI45xAx (DynaFlex Pro USB/WLAN/touchscreen display/battery)  36PCI45xBx (DynaFlex Pro: USB / WLAN / touchscreen display / battery)  36PCI45xBx-K (DynaFlex Pro Kiosk: USB / WLAN / touchscreen display / battery)  36PCI45xCx (DynaFlex Pro: USB / WLAN / touchscreen display / battery)  36PCI45xCx-K (DynaFlex Pro Kiosk: USB / WLAN / touchscreen display / battery)  36PCI45xCx-KQ (DynaFlex Pro Kiosk: BCR / USB / WLAN / touchscreen display / battery)  36PCI45xCx-Q (DynaFlex Pro: BCR / USB / WLAN / touchscreen display / battery) 36PCI21xAx (DynaFlex USB) 36PCI21xDx (DynaFlex-No Display-USB)"," 1000007183-Ax-PCI (Main FW), 1000007183-Cx-PCI (Main FW), 1000007536-Ax-PCI (Boot1 FW),1000007183-Bx-PCI (Main FW),Main FW: 1000007183-CAx-PCI",,4-10260,5.x,SCR,,"30 Apr 2026",N/A,"TDES:N/A; AES:N/A",,Vendor-controlled,N/A,"Display,ICCR,MSR,CTLS,SRED",,,,,0
"MagTek Inc",DynaGlass,37PCIxAx," 1000007851-Ax.xx-PCI, 1000007852-Ax.xx-PCI, 1000007853-Ax.xx-PCI,1000007850-Ax.xx-PCI",,4-90155,5.x,PED,,"30 Apr 2026","Online & Offline","TDES:DUKPT; AES:DUKPT",,Vendor-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,OP,SRED",,,,,0
"MagTek Inc","DynaProx/DynaProx BCR"," 39PCI3xA0 (DynaProx BCR)  39PCI3xB0(DynaProx BCR) 39PCI2xA0 (DynaProx) 39PCI2xB0 (DynaProx)","1000008274-AAx-PCI (Main FW),1000008274-Ax-PCI (Main FW) 1000008909-Ax-PCI (Boot FW)1000008274-AAx-PCI (Main FW): 31 Dec 2026,1000008274-Ax-PCI (Main FW) 1000008909-Ax-PCI (Boot FW): 31 Dec 2024",,4-60236,6.x,SCR,,"30 Apr 2031",N/A,"TDES:N/A; AES:N/A","TDES:DUKPT; AES:N/A; FPE:No",N/A,N/A,"CTLS,SRED",,,No,,0
"MagTek Inc",oDynamo," 35PCI2x0Ax  35PCI2x0Bx 35PCI2x0Ax"," 1000004854-Dx-PCI, Bootloader: 1000004194-Bx-PC, Main Firmware: 1000004854-Bx-PCI,Main Firmware: 1000004854-Bx-PCI,Main Firmware: 1000004854-Cx-PCI",,4-70034,5.x,SCR,OEM,"30 Apr 2026",Offline,"TDES:N/A; AES:N/A",,N/A,N/A,"ICCR,MSR,SRED",,,,,0
"Mantra Softech (India) Pvt Ltd",MVYOM7,V4.50-x9xx.x1x0,"V1.00-xxxx.xxxxV1.00-xxxx.xxxx: 31 Dec 2025",,4-90381,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT; FPE:No",Acquirer-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,OP,SRED",,,Yes,,0
"Marvell Semiconductor, Inc","LiquidSecurity 2 HSM","CN9310410-03  C",MARVELL-LS2-FW-10.02-11xx,,4-60245,4.x,HSM,,"30 Apr 2032",N/A,"TDES:N/A; AES:N/A",,N/A,N/A,,Restricted,No,Yes,,0
"MAXPAY PAZARLAMA IC VE DIS TICARET LIMITED SIRKETI",D300," D300x51410xxx0001  D300x51410xxx0100  D300x51410xxx0101  D300x51410xxx0110  D300x51410xxx0111  D300x51410xxx1010  D300x51410xxx1011 D300x51410xxx0000","6201.30.xxxx.xxx.xxx6201.30.xxxx.xxx.xxx: 31 Dec 2026",,4-40411,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK","TDES:MK/SK; AES:MK/SK; FPE:No",Acquirer-controlled,"Physical Keypad","Display,ICCR,MSR,CTLS,OP,SRED",,,Yes,,0
"MAXPAY PAZARLAMA IC VE DIS TICARET LIMITED SIRKETI",M500,"M500514071113000 M5005140xx11x000","6201.30.0100.232.xxx6201.30.0100.232.xxx: 31 Dec 2026",,4-40392,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK","TDES:MK/SK; AES:MK/SK; FPE:No",Acquirer-controlled,"Physical Keypad","Display,ICCR,MSR,CTLS,OP,SRED",,,Yes,,0
"MAXPAY PAZARLAMA IC VE DIS TICARET LIMITED SIRKETI",P14," P140x51411xxxxx (with MSR)  P140x51412xxxxx (with MSR)  P140x51421xxxxx (without MSR) P140x51410xxxxx (with MSR)","6201.30.xxxx.xxx.xxx6201.30.xxxx.xxx.xxx: 31 Dec 2026",,4-40437,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK","TDES:MK/SK; AES:MK/SK; FPE:No",Acquirer-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,OP,SRED",,,Yes,,0
"MAXPAY PAZARLAMA IC VE DIS TICARET LIMITED SIRKETI",P3," PL31111x111xxxx  PL32110x111xxxx  PL32111x111xxxx PL31110x111xxxx PL31111x111xxxx",3901.25.xxxx.xxx.xxx,,4-90255,5.x,PED,,"30 Apr 2026","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK",,Vendor-controlled,"Physical Keypad","Display,ICCR,MSR,CTLS,OP,SRED",,,Yes,,0
"MAXPAY PAZARLAMA IC VE DIS TICARET LIMITED SIRKETI",P8,PP83110x111xxxx,"6201.30.xxxx.xxx.xxx6201.30.xxxx.xxx.xxx: 31 Dec 2024",,4-90253,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK","TDES:MK/SK; AES:MK/SK; FPE:No",Vendor-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,OP,SRED",,,Yes,,0
"MAXPAY PAZARLAMA IC VE DIS TICARET LIMITED SIRKETI",TECHNO-D300," D300x51410xxx0001  D300x51410xxx0100  D300x51410xxx0101  D300x51410xxx0110  D300x51410xxx0111  D300x51410xxx1010  D300x51410xxx1011 D300x51410xxx0000","6201.30.xxxx.xxx.xxx6201.30.xxxx.xxx.xxx: 31 Dec 2026",,4-40417,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK","TDES:MK/SK; AES:MK/SK; FPE:No",Acquirer-controlled,"Physical Keypad","Display,ICCR,MSR,CTLS,OP,SRED",,,Yes,,0
"MAXPAY PAZARLAMA IC VE DIS TICARET LIMITED SIRKETI",TECHNO-P3," PL31111x111xxxx  PL32110x111xxxx  PL32111x111xxxx PL31110x111xxxx PL31111x111xxxx",3901.25.xxxx.xxx.xxx,,4-90254,5.x,PED,,"30 Apr 2026","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK",,Vendor-controlled,"Physical Keypad","Display,ICCR,MSR,CTLS,OP,SRED",,,Yes,,0
"MAXPAY PAZARLAMA IC VE DIS TICARET LIMITED SIRKETI",TECHNO-P8,PP83110x111xxxx,"6201.30.xxxx.xxx.xxx6201.30.xxxx.xxx.xxx: 31 Dec 2024",,4-90252,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK","TDES:MK/SK; AES:MK/SK; FPE:No",Vendor-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,OP,SRED",,,Yes,,0
"Mercado Libre SRL",MP100,1.x,"1.0.01.0.0: 31 Dec 2025",,4-90278,6.x,SCRP,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT; FPE:No",N/A,N/A,"ICCR,MSR,CTLS,OP,SRED",,,Yes,,0
"Mercado Libre SRL",MP110,1.x,"1.0.01.0.0: 31 Dec 2025",,4-90288,6.x,SCRP,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT; FPE:No",N/A,N/A,"ICCR,CTLS,OP,SRED",,,Yes,,0
"Mercado Libre SRL",MP200,1.x,"1.0.x1.0.x: 31 Dec 2026",,4-90338,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT; FPE:No",Vendor-controlled,"Physical Keypad","Display,ICCR,MSR,CTLS,OP,SRED",,,Yes,,0
"Mercado Libre SRL",MP200A,1.x,"1.0.x1.0.x: 31 Dec 2026",,4-90347,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT; FPE:No",Vendor-controlled,"Physical Keypad","Display,ICCR,CTLS,OP,SRED",,,Yes,,0
"Mercado Libre SRL",MP300,1.x,"1.0.11.0.1: 31 Dec 2024",,4-90215,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT; FPE:No",Vendor-controlled,"Touch Screen","Display,ICCR,CTLS,OP,SRED",,,Yes,,0
"Mikroelektronika spol. s r.o",CRE10,"CRE10v1.0 CRE11","FWv00.000.012,FWv00.000.030",,4-30409,5.x,"Non PED",OEM,"30 Apr 2026",N/A,"TDES:N/A; AES:N/A",,N/A,N/A,"CTLS,OP,SRED",,,,,0
"Mikrosaray Mikrobilgisayar Paz. ve Tic. A.S.","inPOS m530",V1.0xxxx,"G31010011.xxxxxxG31010011.xxxxxx: 31 Dec 2023",,4-30473,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT","TDES:MK/SK; AES:MK/SK; FPE:No",Acquirer-controlled,"Physical Keypad","Display,ICCR,MSR,CTLS,OP,SRED",,,,,0
"Mikrosaray Mikrobilgisayar Paz. ve Tic. A.S.",SMARTPOS,21.1x.xx.xxx," AP: 1.0.xx.xx,SP: 3.0.xx.xx",,4-30560,5.x,PED,,"30 Apr 2026","Online & Offline","TDES:Fixed,MK/SK,DUKPT; AES:Fixed,MK/SK,DUKPT",,Vendor-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,OP,SRED",,,Yes,,0
"MIOTIO LLC",A4,V01.01,1.0.5.xxxx,,4-40306,5.x,PED,,"30 Apr 2026","Online & Offline","TDES:Fixed,MK/SK,DUKPT; AES:MK/SK,DUKPT",,Acquirer-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,OP,SRED",,,,,0
"Miura Systems Ltd",M010,M010-PRODxxx-V3-x,"M000-OS-V10-x,M000-OS-V9-x",,4-30372,5.x,PED,,"30 Apr 2026","Online & Offline","TDES:Fixed,MK/SK,DUKPT; AES:Fixed,MK/SK,DUKPT",,Acquirer-controlled,"Physical Keypad","Display,ICCR,MSR,CTLS,OP,SRED",,,Yes,,0
"Miura Systems Ltd",M020," M020-PRODxx-V2-x (without touchscreen and keypad lighting)  M020-PRODxx-V3-x (without touchscreen and keypad lighting)  M020-PRODxx-V4-x (without touchscreen and keypad lighting)  M021-PRODxx-V1-x (with touchscreen and keypad lighting)  M021-PRODxx-V2-x (with touchscreen and keypad lighting)  M021-PRODxx-V3-x (with touchscreen and keypad lighting)  M021-PRODxx-V4-x (with touchscreen and keypad lighting) M020-PRODxx-V1-x (without touchscreen and keypad lighting)"," M000-OS-V9-x,M000-OS-V10-x,M000-OS-V8-x",,4-30317,5.x,PED,,"30 Apr 2026","Online & Offline","TDES:Fixed,MK/SK,DUKPT; AES:Fixed,MK/SK,DUKPT",,Acquirer-controlled,"Physical Keypad","Display,ICCR,MSR,CTLS,OP,SRED",,,Yes,,0
"Miura Systems Ltd",MASP01," MASP01-PRODxxxx-V2-0 MASP01-PRODxxxx-V2-xx P3_xx_xx"," MASP00-SPOS-V2.0-xxxx, MASP01-SPOS-V2.0-xxxx,A01.00_S2.83_xxxxxxMASP00-SPOS-V2.0-xxxx: 31 Dec 2025,A01.00_S2.83_xxxxxx: 31 Dec 2024,MASP01-SPOS-V2.0-xxxx: 31 Dec 2024",,4-90234,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK","TDES:MK/SK,DUKPT; AES:MK/SK; FPE:No",Acquirer-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,OP,SRED",,,Yes,,0
"MOBILE COMMERCE SOLUTION Inc",MCS-TX01,V2.00,1.0.2.xxxx,,4-40277,5.x,PED,,"30 Apr 2026","Online & Offline","TDES:Fixed,MK/SK; AES:MK/SK",,Acquirer-controlled,"Physical Keypad","Display,ICCR,MSR,OP",,,,,0
"Nayax Ltd.",VPOSM4," VPOSM4x514121x1xx  VPOSM4x514221x0xx  VPOSM4x514221x1xx VPOSM4x514121x0xx","6101.30.xxxx.xxx.xxx6101.30.xxxx.xxx.xxx: 31 Dec 2026",,4-40444,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK","TDES:MK/SK; AES:MK/SK; FPE:No",Acquirer-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,OP,SRED",,,Yes,,0
"Nayax Ltd.",VPOSMS,"T4414071120000 VPOSMSx415223xxxx","6201.30.0100.193.xxx,6202.30.xxxx.xxx.xxx6202.30.xxxx.xxx.xxx: 31 Dec 2026,6201.30.0100.193.xxx: 31 Dec 2025",,4-40431,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT","TDES:MK/SK,DUKPT; AES:MK/SK; FPE:No",Acquirer-controlled,"Touch Screen","Display,ICCR,CTLS,OP",,,Yes,,0
"NCR Atleos","5815 EPP",009-0031480x," GLBL_02xxxxxx (Firmware),UL004xxx (Loader)UL004xxx (Loader): 31 Dec 2026,GLBL_02xxxxxx (Firmware): 31 Dec 2026",,4-20378,6.x,EPP,,"30 Apr 2031",Online,"TDES:MK/SK; AES:MK/SK","TDES:N/A; AES:N/A; FPE:N/A",N/A,"Physical Keypad",,,,Yes,,0
"NCR Atleos","5815 EPP",009-0031480x,"GLBL_01xxxxxx with loader UL104xxx",,4-20348,5.x,EPP,OEM,"30 Apr 2026",Online,"TDES:MK/SK; AES:MK/SK",,N/A,"Physical Keypad",,,,,,0
"NEC Corporation",AGGP01,"0001 0002",SA_0001x,,4-40264,5.x,EPP,OEM,"30 Apr 2026",Online,"TDES:MK/SK; AES:MK/SK",,N/A,"Physical Keypad",,,,,,0
"NEUSOFT CORPORATION",FD1001,V2.0.00x,2.0.1,,4-90024,5.x,SCR,,"30 Apr 2026",N/A,"TDES:N/A; AES:N/A",,N/A,N/A,"Display,ICCR,MSR,OP,SRED",,,,,0
"NEUSOFT CORPORATION",FS150,V01.xxx,001.xx,,4-90051,5.x,SCR,,"30 Apr 2026",N/A,"TDES:N/A; AES:N/A",,N/A,N/A,"Display,ICCR,MSR,CTLS,OP,SRED",,,,,0
"NEUSOFT CORPORATION",FS550,V01.XXX,001.XX,,4-90028,5.x,PED,,"30 Apr 2026","Online & Offline","TDES:Fixed,MK/SK,DUKPT; AES:Fixed,MK/SK",,Acquirer-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,OP",,,,,0
"NEW POS Technology Limited",N28,HW1Axx,2.2-xxxxxx-Secure,,4-30319,5.x,PED,,"30 Apr 2026",Online,"TDES:Fixed,MK/SK,DUKPT; AES:Fixed,MK/SK",,Acquirer-controlled,"Physical Keypad","Display,CTLS,SRED",,,,,0
"NEW POS Technology Limited",N98," HW1Axx (CTLS) HW0Axx(No CTLS)",2.2-xxxxxx-Secure,,4-90099,5.x,PED,,"30 Apr 2026","Online & Offline","TDES:Fixed,MK/SK,DUKPT; AES:Fixed,MK/SK,DUKPT",,Vendor-controlled,"Physical Keypad","Display,ICCR,MSR,CTLS,OP,SRED",,,,,0
"NEW POS Technology Limited",NEW5310," HW1Axx (With CTLS; with camera)  HW1Bxx (With CTLS; with camera) HW0Axx (No CTLS; with camera) HW0Bxx (No CTLS; with camera)",2.1-xxxxxx-Secure,,4-90027,5.x,PED,OEM,"30 Apr 2026","Online & Offline","TDES:Fixed,MK/SK,DUKPT; AES:Fixed,MK/SK",,Acquirer-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,OP,SRED",,,,,0
"NEW POS Technology Limited",NEW6210," HW1Axx (With CTLS) HW0Axx (No CTLS)",2.1-xxxxxx-Secure,5.x,4-90061,5.x,PED,,"30 Apr 2026","Online & Offline","TDES:Fixed,MK/SK,DUKPT; AES:Fixed,MK/SK",,Acquirer-controlled,"Physical Keypad","Display,ICCR,MSR,CTLS,OP,SRED",,,,,0
"NEW POS Technology Limited","NEW6260, NEW6260P"," HW0A01xx (No CTLS; no SAM slot; LCD FPC solution 1; silver paste Key Mesh; desktop PED)  HW0A10xx (No CTLS; no SAM slot; LCD FPC solution 2; silver paste Key Mesh)  HW0A11xx (No CTLS; no SAM slot; LCD FPC solution 2; silver paste Key Mesh; desktop PED)  HW0A20xx (No CTLS; no SAM slot; LCD FPC solution 1; FPC Key Mesh)  HW0A21xx (No CTLS; no SAM slot; LCD FPC solution 1; FPC Key Mesh; desktop PED)  HW0A30xx (No CTLS; no SAM slot; LCD FPC solution 2; FPC Key Mesh)  HW1A00xx (With CTLS; no SAM slot; LCD FPC solution 1; silver paste Key Mesh)  HW1A01xx (With CTLS; no SAM slot; LCD FPC solution 1; silver paste Key Mesh; desktop PED)  HW1A10xx (With CTLS; no SAM slot; LCD FPC solution 2; silver paste Key Mesh)  HW1A11xx (With CTLS; no SAM slot; LCD FPC solution 2; silver paste Key Mesh; desktop PED)  HW1A20xx (With CTLS; no SAM slot; LCD FPC solution 1; FPC Key Mesh)  HW1A21xx (With CTLS; no SAM slot; LCD FPC solution 1; FPC Key Mesh; desktop PED)  HW1A30xx (With CTLS; no SAM slot; LCD FPC solution 2; FPC Key Mesh)  HW2A00xx (No CTLS; with SAM slot; LCD FPC solution 1; silver paste Key Mesh)  HW2A01xx (No CTLS; with SAM slot; LCD FPC solution 1; silver paste Key Mesh; desktop PED)  HW2A10xx (No CTLS; with SAM slot; LCD FPC solution 2; silver paste Key Mesh)  HW2A11xx (No CTLS; with SAM slot; LCD FPC solution 2; silver paste Key Mesh; desktop PED)  HW2A20xx (No CTLS; with SAM slot; LCD FPC solution 1; FPC Key Mesh)  HW2A21xx (No CTLS; with SAM slot; LCD FPC solution 1; FPC Key Mesh; desktop PED)  HW2A30xx (No CTLS; with SAM slot; LCD FPC solution 2; FPC Key Mesh)  HW3A00xx (With CTLS; with SAM slot; LCD FPC solution 1; silver paste Key Mesh)  HW3A01xx (With CTLS; with SAM slot; LCD FPC solution 1; silver paste Key Mesh; desktop PED)  HW3A10xx (With CTLS; with SAM slot; LCD FPC solution 2; silver paste Key Mesh)  HW3A11xx (With CTLS; with SAM slot; LCD FPC solution 2; silver paste Key Mesh; desktop PED)  HW3A20xx (With CTLS; with SAM slot; LCD FPC solution 1; FPC Key Mesh)  HW3A21xx (With CTLS; with SAM slot; LCD FPC solution 1; FPC Key Mesh; desktop PED)  HW3A30xx (With CTLS; with SAM slot; LCD FPC solution 2; FPC Key Mesh) HW0A00xx (No CTLS; no SAM slot; LCD FPC solution 1; silver paste Key Mesh)","2.6-xxxxxx-Secure2.6-xxxxxx-Secure: 31 Dec 2024",,4-90209,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT","TDES:MK/SK; AES:N/A; FPE:No",Acquirer-controlled,"Physical Keypad","Display,ICCR,MSR,CTLS,OP,SRED",,,Yes,,0
"NEW POS Technology Limited",NEW7210," HW1Axx (With CTLS) HW0Axx (No CTLS)",2.1-xxxxxx-Secure,,4-90031,5.x,PED,,"30 Apr 2026","Online & Offline","TDES:Fixed,MK/SK,DUKPT; AES:Fixed,MK/SK",,Acquirer-controlled,"Physical Keypad","Display,ICCR,MSR,CTLS,OP,SRED",,,,,0
"NEW POS Technology Limited",NEW7220," HW0A01xx  HW0A10xx  HW0A11xx  HW1A00xx  HW1A01xx  HW1A10xx  HW1A11xx  HW2A00xx  HW2A10xx  HW3A00xx  HW3A10xx HW0A00xx","2.1-xxxxxx-Secure2.1-xxxxxx-Secure: 31 Dec 2026",,4-90163,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT","TDES:MK/SK; AES:N/A; FPE:No",Acquirer-controlled,"Physical Keypad","Display,ICCR,MSR,CTLS,OP,SRED",,,,,0
"NEW POS Technology Limited",NEW8210," HW1Axx (With CTLS) HW0Axx (No CTLS)",2.1-xxxxxx-Secure,,4-90033,5.x,PED,,"30 Apr 2026","Online & Offline","TDES:Fixed,MK/SK,DUKPT; AES:Fixed,MK/SK",,Acquirer-controlled,"Physical Keypad","Display,ICCR,MSR,CTLS,OP,SRED",,,,,0
"NEW POS Technology Limited",NEW9010,HWxAxx,"3.0-xxxxxx-Secure3.0-xxxxxx-Secure: 31 Dec 2026",,4-1440001,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT","TDES:MK/SK; AES:N/A; FPE:No",Acquirer-controlled,"Physical Keypad","Display,ICCR,MSR,CTLS,OP,SRED",,,Yes,,0
